,PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination.1,Creation,CBE$,BM$,Demanded_Month,Plan_Month,order_item_type
132,202401,35005789,20,3500578920,PP,2024 Jan,Imara Mabati Ltd,Kenya,Export,POCF,0.25,975.0,DX51D,80,5.25,Africa,CFR,4410.0,4410.0,Jan,Jan,Small Item
133,202311,30080323,40,3008032340,PP,2024 Jan,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PONF,0.5,733.0,DX51D,100,6.0,Large Corporate,CPT,6816.0,4819.0,Nov,Jan,Small Item
134,202401,30081967,10,3008196710,CR,2024 Jan,شركة عقل للصناعات المغذية للسيارات,Egypt,Local,CRCF,0.5,1250.0,DC05,,30.0,Corporate,EXW,5010.0,3542.0,Jan,Jan,Small Item
135,202310,30079750,20,3007975020,GI,2024 Jan,مدينه نصر للتجاره والمقاولات,Egypt,Local,GCSF,1.5,1000.0,DX51D,80,1.94,Projects,EXW,5723.0,4047.0,Oct,Jan,Small Item
136,202311,30079678,30,3007967830,GI,2024 Jan,الاسكندریة لتشكیل المعادن -,Egypt,Local,GHCF,2.0,1250.0,DX51D,180,94.38,Large Corporate,EXW,5203.0,3679.0,Nov,Jan,Medium Item
137,202312,30081907,30,3008190730,GI,2024 Jan,المحمدية,Egypt,Local,GHCF,3.0,1250.0,DX51D,80,20.0,Service Center,EXW,3810.0,2694.0,Dec,Jan,Small Item
138,202312,30081907,10,3008190710,GI,2024 Jan,المحمدية,Egypt,Local,GCCF,1.0,,DX51D,80,110.0,Service Center,EXW,3810.0,2694.0,Dec,Jan,Medium Item
139,202312,30080691,10,3008069110,CR,2024 Jan,السویدى للصناعات الهندسیة سای,Egypt,Local,CRSF,0.8,1000.0,DC04,,60.0,High Tech industries,EXW,4854.0,3432.0,Dec,Jan,Medium Item
140,202311,30080976,20,3008097620,GI,2024 Jan,أي سي اس للطاقه والمقاولات,Egypt,Local,GCCF,1.5,1250.0,DX51D,275,10.0,Projects,EXW,5728.0,4050.0,Nov,Jan,Small Item
141,202312,30079564,30,3007956430,GI,2024 Jan,باور ماركت,Egypt,Local,GCCF,1.0,1250.0,DX53D,275,35.0,Corporate,CPT,3417.0,2416.0,Dec,Jan,Small Item
142,202312,30079564,20,3007956420,GI,2024 Jan,باور ماركت,Egypt,Local,GCCF,1.2,1250.0,DX53D,80,35.0,Corporate,CPT,3005.0,2125.0,Dec,Jan,Small Item
143,202311,30081182,10,3008118210,GI,2024 Jan,جيوان للاستثمار العقارى,Egypt,Local,GCCF,1.5,1250.0,,275,10.0,Projects,EXW,6175.0,4366.0,Nov,Jan,Small Item
144,202312,30079768,170,30079768170,PP,2024 Jan,ستى ستيل للتجارة و التوريدات,Egypt,,POCF,0.5,1250.0,DX51D,180,72.25,Service Center,EXW,3524.0,2492.0,Dec,Jan,Medium Item
145,202312,30079768,20,3007976820,PP,2024 Jan,ستى ستيل للتجارة و التوريدات,Egypt,Local,POCF,0.5,1250.0,DX51D,120,21.67,Service Center,EXW,3394.0,2400.0,Dec,Jan,Small Item
146,202312,30079768,30,3007976830,PP,2024 Jan,ستى ستيل للتجارة و التوريدات,Egypt,Local,POCF,0.5,1250.0,DX51D,120,19.21,Service Center,EXW,3394.0,2400.0,Dec,Jan,Small Item
147,202312,30079768,110,30079768110,PP,2024 Jan,ستى ستيل للتجارة و التوريدات,Egypt,Local,POCF,0.5,1250.0,DX51D,180,43.72,Service Center,EXW,,2492.0,Dec,Jan,Small Item
148,202312,30079768,130,30079768130,PP,2024 Jan,ستى ستيل للتجارة و التوريدات,Egypt,Local,POCF,0.5,1250.0,DX51D,80,69.69,Service Center,EXW,3297.0,2331.0,Dec,Jan,Medium Item
149,202312,30079768,180,30079768180,PP,2024 Jan,ستى ستيل للتجارة و التوريدات,Egypt,Local,POCF,,1250.0,DX51D,80,22.24,Service Center,EXW,3402.0,2405.0,Dec,Jan,Small Item
150,202312,35005658,20,3500565820,GI,2024 Jan,Kens Metal Industries Ltd,Kenya,Export,GCRF,,100.0,DX51D,100,28.17,Africa,CFR,3708.0,3708.0,Dec,Jan,Small Item
151,202312,35005728,10,3500572810,GI,2024 Jan,Kens Metal Industries Ltd,Kenya,Export,GCSF,0.4,1220.0,DX51D,120,5.09,Africa,CFR,3780.0,3780.0,Dec,Jan,Small Item
152,202312,35005728,30,3500572830,GI,2024 Jan,Kens Metal Industries Ltd,Kenya,Export,GCSF,1.2,1220.0,DX51D,120,18.31,Africa,CFR,3780.0,3780.0,Dec,Jan,Small Item
153,202312,35005728,100,35005728100,GI,2024 Jan,Kens Metal Industries Ltd,Kenya,Export,GCSF,0.6,1220.0,DX51D,120,12.0,Africa,,3780.0,3780.0,Dec,Jan,Small Item
154,202312,30081140,10,3008114010,PP,2024 Jan,المتحد للصناعات المعدنية,Egypt,Local,POCF,0.5,1250.0,DX51D,180,12.12,Projects,EXW,3939.0,2785.0,Dec,Jan,Small Item
155,202312,30081246,10,3008124610,PP,2024 Jan,الولاء للانشاءات المعدنية,Egypt,Local,POCF,0.5,1250.0,DX51D,120,16.0,Stocking and Distrib,EXW,4016.0,2839.0,Dec,Jan,Small Item
156,202312,35005717,10,3500571710,GI,2024 Jan,EMC Distribution JSC,Bulgaria,Export,GCCF,0.9,1000.0,DX51D,100,50.0,Europe,CFR,2938.0,2938.0,Dec,Jan,Medium Item
157,202401,35005739,10,3500573910,GI,2024 Jan,Doshi & Co. (Hardware) Limited,Kenya,Export,GCNF,0.5,605.0,DX51D,120,15.45,Africa,CFR,3780.0,3780.0,Jan,Jan,Small Item
158,202312,35005753,10,3500575310,GI,2024 Jan,City Engineering Works (K) Ltd.,Kenya,Export,GCRF,1.2,353.6,DX51D,120,25.0,Africa,CFR,3780.0,3780.0,Dec,Jan,Small Item
159,202312,35005763,10,3500576310,CR,2024 Jan,Intercom Group Ltd.,Bulgaria,Export,CRCF,1.25,1250.0,DC01,,29.53,Europe,CIF,,2671.0,Dec,Jan,Small Item
160,202310,30079228,10,3007922810,BS,2024 Jan,الكرابيجى لتجاره مواسير الحديد,Egypt,Local,ABCF,0.85,1250.0,BSQH,,20.63,Stocking and Distrib,EXW,4497.0,3180.0,Oct,Jan,Small Item
161,202310,30079228,20,3007922820,BS,2024 Jan,الكرابيجى لتجاره مواسير الحديد,Egypt,Local,ABCF,0.9,1250.0,BSQH,,15.0,Stocking and Distrib,EXW,4497.0,3180.0,Oct,Jan,Small Item
162,202310,30078346,60,3007834660,GI,2024 Jan,كریازی الیكتریك,Egypt,Local,GHRF,2.0,160.0,DX51D,80,5.0,Large Corporate,EXW,4751.0,3359.0,Oct,Jan,Small Item
163,202310,30078346,80,3007834680,GI,2024 Jan,كریازی الیكتریك,Egypt,Local,GCNF,1.2,608.0,DX51D,80,50.0,Large Corporate,EXW,4673.0,3304.0,Oct,Jan,Medium Item
164,202310,30078346,90,3007834690,GI,2024 Jan,كریازی الیكتریك,Egypt,Local,GCRF,0.5,296.0,DX51D,80,50.0,Large Corporate,EXW,4893.0,3460.0,Oct,Jan,Medium Item
165,202310,30078346,40,3007834640,CR,2024 Jan,كریازی الیكتریك,Egypt,Local,CRNF,0.5,,DC01,,47.58,Large Corporate,EXW,4492.0,3176.0,Oct,Jan,Small Item
166,202310,30078346,100,30078346100,GI,2024 Jan,كریازی الیكتریك,Egypt,Local,GCCF,0.3,1250.0,DX51D,80,26.06,Large Corporate,EXW,5139.0,3634.0,Oct,Jan,Small Item
167,202401,35005791,10,3500579110,BS,2024 Jan,Zat AL Emad for Industry & Investme,Sudan,Export,ABCF,0.8,1250.0,BSQH,,1500.0,Middle East,EXW,2628.0,2628.0,Jan,Jan,Large Item
168,202401,35005762,10,3500576210,GI,2024 Jan,Hus Ltd,Bulgaria,Export,GCCF,1.24,1250.0,DX51D,140,210.0,Europe,CFR,2916.0,2916.0,Jan,Jan,Large Item
169,202401,35005762,20,3500576220,GI,2024 Jan,Hus Ltd,Bulgaria,Export,GCCF,,1250.0,DX51D,140,420.0,Europe,CFR,2880.0,2880.0,Jan,Jan,Large Item
170,202401,35005719,20,3500571920,GI,2024 Jan,Keepings Trading Ltd,Kenya,Export,GCRF,0.35,110.0,DX51D,100,116.02,Africa,CFR,3713.0,3713.0,Jan,Jan,Medium Item
171,202401,35005719,10,3500571910,GI,2024 Jan,Keepings Trading Ltd,Kenya,Export,GCRF,0.35,120.0,DX51D,100,126.78,Africa,CFR,3713.0,3713.0,Jan,Jan,Medium Item
172,202312,30081469,10,3008146910,PP,2024 Jan,شركة انكو للصناعات الكهربائيه والإل,Egypt,Local,POGF,0.5,1250.0,DX51D,120,1.5,Stocking and Distrib,EXW,6641.0,4696.0,Dec,Jan,Small Item
173,202401,30081408,10,3008140810,GI,2024 Jan,الشركة المصرية الدولية للعلوم والتك,Egypt,Local,GHRF,2.0,140.0,DX51D,330,60.0,Stocking and Distrib,EXW,3253.0,2300.0,Jan,Jan,Medium Item
174,202401,30081408,20,3008140820,GI,2024 Jan,الشركة المصرية الدولية للعلوم والتك,Egypt,Local,GHRF,2.0,180.0,DX51D,330,10.0,Stocking and Distrib,EXW,3253.0,2300.0,Jan,Jan,Small Item
175,202312,30081422,10,3008142210,PP,2024 Jan,دلتا فوم,Egypt,Local,POCF,0.4,1250.0,DX51D,120,3.46,Corporate,EXW,4311.0,3048.0,Dec,Jan,Small Item
176,202312,30081422,20,3008142220,PP,2024 Jan,دلتا فوم,Egypt,Local,POCF,0.5,1250.0,DX51D,120,20.0,Corporate,EXW,3598.0,2544.0,Dec,Jan,Small Item
177,202312,35005701,10,3500570110,GI,2024 Jan,GEOMETAL LIMITED.,Greece,Export,GCCF,1.2,1250.0,DX51D,100,100.0,Europe,FOB,2772.0,2772.0,Dec,Jan,Medium Item
178,202312,35005701,30,3500570130,GI,2024 Jan,GEOMETAL LIMITED.,Greece,Export,GCCF,1.6,1250.0,DX51D,100,175.0,Europe,FOB,2736.0,2736.0,Dec,Jan,Medium Item
179,202312,35005701,50,3500570150,GI,2024 Jan,GEOMETAL LIMITED.,Greece,Export,GHCF,2.7,1250.0,DX51D,100,25.0,Europe,FOB,2700.0,2700.0,Dec,Jan,Small Item
180,202312,35005701,40,3500570140,GI,2024 Jan,GEOMETAL LIMITED.,Greece,Export,GHCF,1.9,1250.0,DX51D,100,25.0,Europe,FOB,2718.0,2718.0,Dec,Jan,Small Item
181,202401,30081239,30,3008123930,PP,2024 Jan,يونايتد برزارز للصناعات الهندسية,Egypt,Local,PORF,0.4,595.0,DX51D,80,34.0,Corporate,,6951.0,4915.0,Jan,Jan,Small Item
182,202401,30081239,50,3008123950,PP,2024 Jan,يونايتد برزارز للصناعات الهندسية,Egypt,Local,PORF,0.4,565.0,DX51D,80,14.0,Corporate,CPT,6951.0,,Jan,Jan,Small Item
183,202401,30081239,60,3008123960,PP,2024 Jan,يونايتد برزارز للصناعات الهندسية,Egypt,Local,PONF,0.4,,DX51D,80,8.0,Corporate,CPT,6951.0,4915.0,Jan,Jan,Small Item
184,202312,30082097,30,3008209730,GI,2024 Jan,المقاولون العرب عثمان احمد عثمان,Egypt,Local,GCCF,1.0,1250.0,DX51D,330,10.0,Projects,EXW,6369.0,4503.0,Dec,Jan,Small Item
185,202312,30082097,10,3008209710,GI,2024 Jan,المقاولون العرب عثمان احمد عثمان,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,15.0,Projects,EXW,6550.0,4632.0,Dec,Jan,Small Item
186,202312,30082097,20,3008209720,GI,2024 Jan,المقاولون العرب عثمان احمد عثمان,Egypt,Local,GCCF,0.8,1250.0,DX51D,330,40.0,Projects,,6640.0,4695.0,Dec,Jan,Small Item
187,202401,35005745,10,3500574510,GI,2024 Jan,JADIN PROTEK,Kenya,Export,GCRF,0.35,100.0,DX51D,100,8.52,Africa,CFR,3942.0,3942.0,Jan,Jan,Small Item
188,202401,35005745,20,3500574520,GI,2024 Jan,JADIN PROTEK,Kenya,Export,GCRF,0.35,120.0,DX51D,100,15.92,Africa,CFR,3942.0,3942.0,Jan,Jan,Small Item
189,202311,30079562,20,3007956220,GI,2024 Jan,باور ماركت,Egypt,Local,GCCF,1.2,1250.0,DX53D,80,14.42,Corporate,CPT,,2163.0,Nov,Jan,Small Item
190,202311,30079562,30,3007956230,GI,2024 Jan,باور ماركت,Egypt,Local,GCCF,1.0,1250.0,DX53D,275,35.0,Corporate,CPT,3417.0,2416.0,Nov,Jan,Small Item
191,202311,30079562,10,3007956210,GI,2024 Jan,باور ماركت,Egypt,Local,GCCF,1.0,1250.0,DX53D,80,34.11,Corporate,CPT,3059.0,2163.0,Nov,Jan,Small Item
192,202401,35005758,10,3500575810,GI,2024 Jan,Vishta Tradings and,Kenya,Export,GCRF,0.35,110.0,DX51D,100,5.67,Africa,CFR,3960.0,3960.0,Jan,Jan,Small Item
193,202401,35005758,20,3500575820,GI,2024 Jan,Vishta Tradings and,Kenya,Export,GCRF,0.35,120.0,DX51D,100,25.0,Africa,CFR,3960.0,3960.0,Jan,Jan,Small Item
194,202312,30079742,10,3007974210,CR,2024 Jan,شركة العربي لصناعة الاجهزة,Egypt,Local,CRNF,1.6,724.0,DC06,,55.0,Large Corporate,EXW,4337.0,3066.0,Dec,Jan,Medium Item
195,202312,30079742,20,3007974220,CR,2024 Jan,شركة العربي لصناعة الاجهزة,Egypt,Local,CRRF,0.8,574.0,DC05,,55.0,Large Corporate,,4337.0,,Dec,Jan,Medium Item
196,202312,30079742,30,3007974230,CR,2024 Jan,شركة العربي لصناعة الاجهزة,Egypt,,CRRF,,,DC05,,55.0,Large Corporate,EXW,4337.0,3066.0,Dec,Jan,Medium Item
197,202311,30079653,10,3007965310,GI,2024 Jan,داكت كاسل للصناعات الهندسية,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,120.0,Corporate,EXW,4984.0,3524.0,Nov,Jan,Medium Item
198,202302,30068599,10,3006859910,PP,2024 Jan,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,POSF,0.5,769.5,,100,10.0,Large Corporate,CPT,6334.0,4479.0,Feb,Jan,Small Item
199,202310,30079225,10,3007922510,PP,2024 Jan,العالمیة لصناعات التكییف,Egypt,Local,POSF,0.5,617.0,DX51D,60,8.67,Large Corporate,CPT,5825.0,4119.0,Oct,Jan,Small Item
200,202310,30079225,80,3007922580,PP,2024 Jan,العالمیة لصناعات التكییف,Egypt,Local,POSF,0.5,695.0,DX51D,60,9.825,Large Corporate,CPT,5825.0,4119.0,Oct,Jan,Small Item
201,202309,30078767,170,30078767170,PP,2024 Jan,العالمیة لصناعات التكییف,Egypt,Local,POSF,0.5,627.0,DX51D,60,2.0,Large Corporate,CPT,5825.0,4119.0,Sep,Jan,Small Item
202,202309,30078767,180,30078767180,PP,2024 Jan,العالمیة لصناعات التكییف,Egypt,Local,POSF,0.5,747.0,DX51D,60,2.0,Large Corporate,,5825.0,4119.0,Sep,Jan,Small Item
203,202309,30078767,120,30078767120,PP,2024 Jan,العالمیة لصناعات التكییف,Egypt,Local,POSF,0.5,627.0,DX51D,60,2.0,Large Corporate,CPT,5825.0,4119.0,Sep,Jan,Small Item
204,202309,30078767,140,30078767140,PP,2024 Jan,العالمیة لصناعات التكییف,Egypt,Local,POSF,0.5,731.0,DX51D,60,2.0,Large Corporate,CPT,5825.0,4119.0,Sep,Jan,Small Item
205,202401,35005775,10,3500577510,GI,2024 Jan,ASE METALS NV,Uganda,Export,GCCF,0.4,1200.0,DX51D,120,500.0,Africa,CFR,3834.0,3834.0,Jan,Jan,Large Item
206,202307,35005477,50,3500547750,CR,2024 Jan,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.3,55.8,DC04,,50.0,Europe,CFR,3240.0,,Jul,Jan,Medium Item
207,202307,35005477,60,3500547760,CR,2024 Jan,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.35,55.8,DC04,,22.215,Europe,CFR,3240.0,3240.0,Jul,Jan,Small Item
208,202307,35005477,70,3500547770,CR,2024 Jan,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.4,55.8,DC04,,39.85,Europe,CFR,3168.0,3168.0,Jul,Jan,Small Item
209,202312,30081541,10,3008154110,CR,2024 Jan,الشركة الصينية العامة للهندسة المعم,Egypt,Local,CRSF,1.6,1250.0,DC01,,0.21,Corporate,CPT,3127.0,2211.0,Dec,Jan,Small Item
210,202303,30070702,30,3007070230,GI,2024 Jan,بدرالدين للتشييد والبناء,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,14.61,Projects,EXW,4194.0,2966.0,Mar,Jan,Small Item
211,202303,30070702,10,3007070210,GI,2024 Jan,بدرالدين للتشييد والبناء,Egypt,Local,GCCF,0.55,1250.0,DX51D,275,26.82,Projects,EXW,4518.0,3194.0,Mar,Jan,Small Item
212,202401,30082102,10,3008210210,GI,2024 Jan,الناصرة جروب للصناعات الكهربائيةالم,Egypt,Local,GHSF,2.0,1250.0,DX51D,110,36.0,Corporate,CPT,4917.0,3476.0,Jan,Jan,Small Item
213,202401,30082102,20,3008210220,GI,2024 Jan,الناصرة جروب للصناعات الكهربائيةالم,Egypt,Local,GHSF,2.0,1250.0,DX51D,110,40.0,Corporate,CPT,4917.0,3476.0,Jan,Jan,Small Item
214,202401,30081454,10,3008145410,GI,2024 Jan,المتحدة لتشغيل المعادن,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,20.0,Service Center,EXW,3460.0,2447.0,Jan,Jan,Small Item
215,202401,30081454,20,3008145420,GI,2024 Jan,المتحدة لتشغيل المعادن,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,20.0,Service Center,EXW,3406.0,2408.0,Jan,Jan,Small Item
216,202401,30081454,30,3008145430,GI,2024 Jan,المتحدة لتشغيل المعادن,Egypt,Local,GCCF,1.2,,DX51D,275,60.0,Service Center,EXW,3230.0,2284.0,Jan,Jan,Medium Item
217,202312,30081634,10,3008163410,PP,2024 Jan,اية اتش ام للاسقف و الكلادينج و الع,Egypt,Local,POCF,0.7,,DX51D,275,7.37,High Tech industries,EXW,6990.0,4943.0,Dec,Jan,Small Item
218,202311,30079211,20,3007921120,GI,2024 Jan,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,GCSF,0.6,734.8,DX51D,100,15.0,Large Corporate,CPT,5650.0,3995.0,Nov,Jan,Small Item
219,202311,30079736,10,3007973610,PP,2024 Jan,العربى للتجارة والصناعة,Egypt,Local,PORF,0.45,130.0,DX52D,100,18.0,Large Corporate,EXW,5838.0,4128.0,Nov,Jan,Small Item
220,202311,30079736,20,3007973620,PP,2024 Jan,العربى للتجارة والصناعة,Egypt,Local,PORF,0.45,388.0,DX52D,100,2.0,Large Corporate,EXW,5838.0,4128.0,Nov,Jan,Small Item
221,202401,35005718,10,3500571810,CR,2024 Jan,SIBA,Senegal,Export,CRCF,0.45,1000.0,DC01,,100.0,Africa,CFR,2574.0,2574.0,Jan,Jan,Medium Item
222,202401,35005718,30,3500571830,CR,2024 Jan,SIBA,Senegal,Export,CRCF,0.5,,DC01,,75.0,Africa,CFR,2574.0,2574.0,Jan,Jan,Medium Item
223,202401,35005718,40,3500571840,CR,2024 Jan,SIBA,Senegal,Export,CRCF,0.7,1000.0,DC01,,25.0,Africa,CFR,2574.0,2574.0,Jan,Jan,Small Item
224,202401,35005718,50,3500571850,CR,2024 Jan,SIBA,Senegal,Export,CRCF,0.8,1000.0,DC01,,25.0,Africa,CFR,2574.0,2574.0,Jan,Jan,Small Item
225,202401,35005718,20,3500571820,CR,2024 Jan,SIBA,Senegal,Export,CRCF,0.45,1250.0,DC01,,104.77,Africa,CFR,2574.0,2574.0,Jan,Jan,Medium Item
226,202401,35005787,10,3500578710,BS,2024 Jan,Batifer,Morocco,Export,ABCF,0.9,1250.0,BSQH,,250.0,Middle East,CFR,2736.0,2736.0,Jan,Jan,Large Item
227,202401,35005787,20,3500578720,BS,2024 Jan,Batifer,Morocco,Export,ABCF,0.9,1000.0,BSQH,,250.0,Middle East,,2736.0,2736.0,Jan,Jan,Large Item
228,202311,35005637,10,3500563710,GI,2024 Jan,EURL PROFILO METTAL,Algeria,Export,GCRF,0.44,61.0,DX51D,60,35.88,Middle East,CFR,3222.0,3222.0,Nov,Jan,Small Item
229,202311,35005637,60,3500563760,GI,2024 Jan,EURL PROFILO METTAL,Algeria,Export,GCRF,0.9,62.0,DX51D,80,15.0,Middle East,CFR,3312.0,3312.0,Nov,Jan,Small Item
230,202311,35005637,20,3500563720,GI,2024 Jan,EURL PROFILO METTAL,Algeria,Export,GCRF,0.44,93.0,DX51D,80,85.0,Middle East,CFR,3312.0,3312.0,Nov,Jan,Medium Item
231,202311,35005637,30,3500563730,GI,2024 Jan,EURL PROFILO METTAL,Algeria,Export,GCRF,0.44,117.0,DX51D,80,50.0,Middle East,CFR,3312.0,3312.0,Nov,Jan,Medium Item
232,202311,35005637,40,3500563740,GI,2024 Jan,EURL PROFILO METTAL,Algeria,Export,GCRF,0.38,93.0,DX51D,80,75.0,Middle East,CFR,3312.0,3312.0,Nov,Jan,Medium Item
233,202311,35005637,50,3500563750,GI,2024 Jan,EURL PROFILO METTAL,Algeria,Export,GCRF,0.38,58.0,DX51D,80,50.0,Middle East,,3312.0,3312.0,Nov,Jan,Medium Item
234,202402,35005779,10,3500577910,BS,2024 Jan,Ocid metal,Morocco,Export,ABCF,0.9,1250.0,BSQH,,600.0,Middle East,CFR,2718.0,2718.0,Feb,Jan,Large Item
235,202402,35005779,20,3500577920,BS,2024 Jan,Ocid metal,Morocco,Export,ABCF,0.9,,BSQH,,100.0,Middle East,CFR,2718.0,2718.0,Feb,Jan,Medium Item
236,202402,35005779,30,3500577930,BS,2024 Jan,Ocid metal,Morocco,Export,ABCF,1.15,1000.0,BSQH,,200.0,Middle East,CFR,2718.0,2718.0,Feb,Jan,Large Item
237,202402,35005779,40,3500577940,BS,2024 Jan,Ocid metal,Morocco,Export,ABCF,1.15,1250.0,BSQH,,600.0,Middle East,CFR,2718.0,2718.0,Feb,Jan,Large Item
238,202310,30079969,10,3007996910,CR,2024 Jan,ايجيترافو للصناعات الكهربائية,Egypt,Local,CRSF,2.0,1250.0,DC01,,11.96,High Tech industries,,4369.0,3089.0,Oct,Jan,Small Item
239,202312,30082217,10,3008221710,GI,2024 Jan,الهبه لاستصلاح واستزراع الاراضى,Egypt,Local,GCPF,2.0,1250.0,DX51D,275,8.35,Projects,EXW,7159.0,5062.0,Dec,Jan,Small Item
240,202312,30081804,10,3008180410,PP,2024 Jan,اسكو للحلول الهندسيه,Egypt,Local,PLGF,0.55,1250.0,DX51D,60,32.0,Projects,EXW,4121.0,,Dec,Jan,Small Item
241,202401,35005792,10,3500579210,GI,2024 Jan,CSL - Corrugated Sheets Limited,Kenya,Export,GCCF,1.0,1219.0,DX51D,120,13.0,Africa,CFR,3816.0,3816.0,Jan,Jan,Small Item
242,202401,35005792,20,3500579220,GI,2024 Jan,CSL - Corrugated Sheets Limited,Kenya,Export,GCCF,1.2,1219.0,DX51D,120,12.0,Africa,CFR,3816.0,3816.0,Jan,Jan,Small Item
243,202401,35005792,40,3500579240,GI,2024 Jan,CSL - Corrugated Sheets Limited,Kenya,Export,GCCF,1.8,1219.0,DX51D,120,12.0,Africa,CFR,3816.0,3816.0,Jan,Jan,Small Item
244,202401,30081962,10,3008196210,CR,2024 Jan,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,CRCF,2.0,1250.0,DC03,,100.0,Large Corporate,CPT,4906.0,3469.0,Jan,Jan,Medium Item
245,202310,30078478,20,3007847820,PP,2024 Jan,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PORF,0.7,310.0,DX51D,100,6.0,Large Corporate,CPT,5566.0,3936.0,Oct,Jan,Small Item
246,202310,30078478,10,3007847810,PP,2024 Jan,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PORF,0.7,314.0,DX51D,100,7.14,Large Corporate,,6511.0,4604.0,Oct,Jan,Small Item
247,202212,30065864,40,3006586440,CR,2024 Jan,كاما فريش,Egypt,Local,CRRF,1.2,132.0,DC03,,8.955,KAMA Service Center,EXW,4544.0,3213.0,Dec,Jan,Small Item
248,202401,35005736,20,3500573620,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,Export,GCCF,1.8,1070.0,S350GD,275,50.0,Middle East,CFR,2952.0,2952.0,Jan,Jan,Medium Item
249,202401,35005736,30,3500573630,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,Export,GHCF,2.0,1219.0,S350GD,275,100.0,Middle East,CFR,2952.0,2952.0,Jan,Jan,Medium Item
250,202401,35005736,40,3500573640,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,Export,GHCF,2.0,1070.0,S350GD,275,100.0,Middle East,CFR,2952.0,2952.0,Jan,Jan,Medium Item
251,202401,35005736,50,3500573650,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,,GHCF,,1219.0,S350GD,275,50.0,Middle East,CFR,2952.0,2952.0,Jan,Jan,Medium Item
252,202401,35005736,60,3500573660,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,Export,GHCF,2.5,1070.0,S350GD,275,50.0,Middle East,CFR,2952.0,2952.0,Jan,Jan,Medium Item
253,202401,35005736,70,3500573670,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,Export,GHCF,3.0,1219.0,S350GD,275,75.0,Middle East,CFR,,2952.0,Jan,Jan,Medium Item
254,202401,35005736,80,3500573680,GI,2024 Jan,Al Nafie Metal Inudstries Co.,Saudi Arabia,Export,GHCF,,1070.0,S350GD,275,75.0,Middle East,CFR,2952.0,2952.0,Jan,Jan,Medium Item
255,202401,35005790,10,3500579010,GI,2024 Jan,MCM Sàrl,Reunion,Export,GCCF,0.75,1000.0,DX51D,200,25.0,Africa,CFR,3474.0,3474.0,Jan,Jan,Small Item
256,202312,35005678,40,3500567840,CR,2024 Jan,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.4,40.5,DC04,,5.235,Europe,CFR,2952.0,2952.0,Dec,Jan,Small Item
257,202312,35005678,50,3500567850,CR,2024 Jan,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.6,40.5,DC04,,50.0,Europe,CFR,2916.0,2916.0,Dec,Jan,Medium Item
258,202312,35005678,10,3500567810,CR,2024 Jan,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.3,55.8,DC04,,65.385,Europe,CFR,3024.0,3024.0,Dec,Jan,Medium Item
